Hilo productor 1 introduce el valor 8 en la posici贸n 1, Array = 8, Suma = 0
Hilo productor 2 introduce el valor 10 en la posici髇 7, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10, Suma = 23
Hilo productor 1 introduce el valor 2 en la posici髇 8, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 2, Suma = 23
Hilo consumidor saca el valor 2 de la posici髇 8, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10, Suma = 25
Hilo productor 1 introduce el valor 5 en la posici髇 8, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5, Suma = 25
Hilo productor 2 introduce el valor 0 en la posici髇 9, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 25
Hilo productor 2 introduce el valor 2 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 2, Suma = 25
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 27
Hilo productor 1 introduce el valor 3 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 3, Suma = 27
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 30
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 8, Suma = 30
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 38
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 9, Suma = 38
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 47
Hilo productor 2 introduce el valor 6 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 6, Suma = 47
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 53
Hilo productor 1 introduce el valor 3 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 3, Suma = 53
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 56
Hilo productor 2 introduce el valor 2 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 2, Suma = 56
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 58
Hilo productor 1 introduce el valor 2 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 2, Suma = 58
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 60
Hilo productor 2 introduce el valor 0 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 0, Suma = 60
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 60
Hilo productor 1 introduce el valor 4 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 4, Suma = 60
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 64
Hilo productor 2 introduce el valor 1 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 1, Suma = 64
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 65
Hilo productor 1 introduce el valor 2 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 2, Suma = 65
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 67
Hilo productor 2 introduce el valor 1 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 1, Suma = 67
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 68
Hilo productor 1 introduce el valor 1 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 1, Suma = 68
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 69
Hilo productor 2 introduce el valor 7 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 7, Suma = 69
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 76
Hilo productor 1 introduce el valor 3 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 3, Suma = 76
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 79
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 5, Suma = 79
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 84
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 9, Suma = 84
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 93
Hilo productor 2 introduce el valor 1 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 1, Suma = 93
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 94
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 5, Suma = 94
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 99
Hilo productor 2 introduce el valor 0 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 0, Suma = 99
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 99
Hilo productor 1 introduce el valor 0 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 0, Suma = 99
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 99
Hilo productor 2 introduce el valor 3 en la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0 - 3, Suma = 99
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 102
Suma m醲ima alcanzada: 102, Array = 10 - 1 - 8 - 8 - 0 - 1 - 10 - 5 - 0, Suma = 102
Hilo productor 1 introduce el valor 2 en la posici髇 1, Array = 2, Suma = 0
Hilo consumidor saca el valor 2 de la posici髇 1, Array = , Suma = 2
Hilo productor 2 introduce el valor 10 en la posici髇 1, Array = 10, Suma = 2
Hilo productor 1 introduce el valor 5 en la posici髇 2, Array = 10 - 5, Suma = 2
Hilo productor 2 introduce el valor 7 en la posici髇 3, Array = 10 - 5 - 7, Suma = 2
Hilo consumidor saca el valor 7 de la posici髇 3, Array = 10 - 5, Suma = 9
Hilo productor 1 introduce el valor 0 en la posici髇 3, Array = 10 - 5 - 0, Suma = 9
Hilo productor 2 introduce el valor 5 en la posici髇 4, Array = 10 - 5 - 0 - 5, Suma = 9
Hilo productor 1 introduce el valor 4 en la posici髇 5, Array = 10 - 5 - 0 - 5 - 4, Suma = 9
Hilo productor 2 introduce el valor 5 en la posici髇 6, Array = 10 - 5 - 0 - 5 - 4 - 5, Suma = 9
Hilo consumidor saca el valor 5 de la posici髇 6, Array = 10 - 5 - 0 - 5 - 4, Suma = 14
Hilo productor 1 introduce el valor 2 en la posici髇 6, Array = 10 - 5 - 0 - 5 - 4 - 2, Suma = 14
Hilo productor 2 introduce el valor 2 en la posici髇 7, Array = 10 - 5 - 0 - 5 - 4 - 2 - 2, Suma = 14
Hilo consumidor saca el valor 2 de la posici髇 7, Array = 10 - 5 - 0 - 5 - 4 - 2, Suma = 16
Hilo productor 2 introduce el valor 0 en la posici髇 7, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0, Suma = 16
Hilo productor 1 introduce el valor 0 en la posici髇 8, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 0, Suma = 16
Hilo consumidor saca el valor 0 de la posici髇 8, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0, Suma = 16
Hilo productor 2 introduce el valor 1 en la posici髇 8, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1, Suma = 16
Hilo productor 1 introduce el valor 4 en la posici髇 9, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 16
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 5, Suma = 16
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 21
Hilo productor 1 introduce el valor 4 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 4, Suma = 21
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 25
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 8, Suma = 25
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 33
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 9, Suma = 33
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 42
Hilo productor 2 introduce el valor 0 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 0, Suma = 42
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 42
Hilo productor 1 introduce el valor 3 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 3, Suma = 42
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 45
Hilo productor 2 introduce el valor 7 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 7, Suma = 45
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 52
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 5, Suma = 52
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 57
Hilo productor 2 introduce el valor 2 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 2, Suma = 57
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 59
Hilo productor 1 introduce el valor 1 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 1, Suma = 59
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 60
Hilo productor 2 introduce el valor 7 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 7, Suma = 60
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 67
Hilo productor 1 introduce el valor 3 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 3, Suma = 67
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 70
Hilo productor 2 introduce el valor 5 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 5, Suma = 70
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 75
Hilo productor 1 introduce el valor 0 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 0, Suma = 75
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 75
Hilo productor 2 introduce el valor 2 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 2, Suma = 75
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 77
Hilo productor 1 introduce el valor 6 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 6, Suma = 77
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 83
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 9, Suma = 83
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 92
Hilo productor 1 introduce el valor 6 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 6, Suma = 92
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 98
Hilo productor 2 introduce el valor 7 en la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4 - 7, Suma = 98
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 105
Suma m醲ima alcanzada: 105, Array = 10 - 5 - 0 - 5 - 4 - 2 - 0 - 1 - 4, Suma = 105
Hilo productor 1 introduce el valor 7 en la posici髇 1, Array = 7, Suma = 0
Hilo consumidor saca el valor 7 de la posici髇 1, Array = , Suma = 7
Hilo productor 2 introduce el valor 2 en la posici髇 1, Array = 2, Suma = 7
Hilo productor 1 introduce el valor 6 en la posici髇 2, Array = 2 - 6, Suma = 7
Hilo productor 2 introduce el valor 3 en la posici髇 3, Array = 2 - 6 - 3, Suma = 7
Hilo consumidor saca el valor 3 de la posici髇 3, Array = 2 - 6, Suma = 10
Hilo productor 1 introduce el valor 0 en la posici髇 3, Array = 2 - 6 - 0, Suma = 10
Hilo productor 2 introduce el valor 10 en la posici髇 4, Array = 2 - 6 - 0 - 10, Suma = 10
Hilo productor 2 introduce el valor 10 en la posici髇 5, Array = 2 - 6 - 0 - 10 - 10, Suma = 10
Hilo consumidor saca el valor 10 de la posici髇 5, Array = 2 - 6 - 0 - 10, Suma = 20
Hilo productor 1 introduce el valor 8 en la posici髇 5, Array = 2 - 6 - 0 - 10 - 8, Suma = 20
Hilo productor 2 introduce el valor 9 en la posici髇 6, Array = 2 - 6 - 0 - 10 - 8 - 9, Suma = 20
Hilo productor 1 introduce el valor 5 en la posici髇 7, Array = 2 - 6 - 0 - 10 - 8 - 9 - 5, Suma = 20
Hilo consumidor saca el valor 5 de la posici髇 7, Array = 2 - 6 - 0 - 10 - 8 - 9, Suma = 25
Hilo productor 2 introduce el valor 4 en la posici髇 7, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4, Suma = 25
Hilo productor 1 introduce el valor 3 en la posici髇 8, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 3, Suma = 25
Hilo consumidor saca el valor 3 de la posici髇 8, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4, Suma = 28
Hilo productor 2 introduce el valor 0 en la posici髇 8, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0, Suma = 28
Hilo productor 1 introduce el valor 8 en la posici髇 9, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 28
Hilo productor 2 introduce el valor 6 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 6, Suma = 28
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 34
Hilo productor 1 introduce el valor 9 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 9, Suma = 34
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 43
Hilo productor 2 introduce el valor 10 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 10, Suma = 43
Hilo consumidor saca el valor 10 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 53
Hilo productor 1 introduce el valor 8 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 8, Suma = 53
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 61
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 8, Suma = 61
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 69
Hilo productor 1 introduce el valor 5 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 5, Suma = 69
Hilo consumidor saca el valor 5 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 74
Hilo productor 2 introduce el valor 4 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 4, Suma = 74
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 78
Hilo productor 1 introduce el valor 0 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 0, Suma = 78
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 78
Hilo productor 2 introduce el valor 3 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 3, Suma = 78
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 81
Hilo productor 1 introduce el valor 2 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 2, Suma = 81
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 83
Hilo productor 2 introduce el valor 1 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 1, Suma = 83
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 84
Hilo productor 1 introduce el valor 0 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 0, Suma = 84
Hilo consumidor saca el valor 0 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 84
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 9, Suma = 84
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 93
Hilo productor 1 introduce el valor 7 en la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8 - 7, Suma = 93
Hilo consumidor saca el valor 7 de la posici髇 10, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 100
Suma m醲ima alcanzada: 100, Array = 2 - 6 - 0 - 10 - 8 - 9 - 4 - 0 - 8, Suma = 100
Hilo productor 1 introduce el valor 8 en la posici髇 1, Array = 8, Suma = 0
Hilo consumidor saca el valor 8 de la posici髇 1, Array = , Suma = 8
Hilo productor 2 introduce el valor 3 en la posici髇 1, Array = 3, Suma = 8
Hilo productor 1 introduce el valor 2 en la posici髇 2, Array = 3 - 2, Suma = 8
Hilo productor 2 introduce el valor 2 en la posici髇 3, Array = 3 - 2 - 2, Suma = 8
Hilo consumidor saca el valor 2 de la posici髇 3, Array = 3 - 2, Suma = 10
Hilo productor 1 introduce el valor 0 en la posici髇 3, Array = 3 - 2 - 0, Suma = 10
Hilo productor 2 introduce el valor 3 en la posici髇 4, Array = 3 - 2 - 0 - 3, Suma = 10
Hilo consumidor saca el valor 3 de la posici髇 4, Array = 3 - 2 - 0, Suma = 13
Hilo productor 1 introduce el valor 6 en la posici髇 4, Array = 3 - 2 - 0 - 6, Suma = 13
Hilo productor 2 introduce el valor 3 en la posici髇 5, Array = 3 - 2 - 0 - 6 - 3, Suma = 13
Hilo productor 2 introduce el valor 1 en la posici髇 6, Array = 3 - 2 - 0 - 6 - 3 - 1, Suma = 13
Hilo productor 1 introduce el valor 0 en la posici髇 7, Array = 3 - 2 - 0 - 6 - 3 - 1 - 0, Suma = 13
Hilo consumidor saca el valor 0 de la posici髇 7, Array = 3 - 2 - 0 - 6 - 3 - 1, Suma = 13
Hilo productor 2 introduce el valor 7 en la posici髇 7, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7, Suma = 13
Hilo productor 1 introduce el valor 2 en la posici髇 8, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 2, Suma = 13
Hilo consumidor saca el valor 2 de la posici髇 8, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7, Suma = 15
Hilo productor 2 introduce el valor 4 en la posici髇 8, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4, Suma = 15
Hilo productor 1 introduce el valor 2 en la posici髇 9, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 15
Hilo productor 2 introduce el valor 9 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 9, Suma = 15
Hilo consumidor saca el valor 9 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 24
Hilo productor 1 introduce el valor 10 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 10, Suma = 24
Hilo consumidor saca el valor 10 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 34
Hilo productor 2 introduce el valor 1 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 1, Suma = 34
Hilo consumidor saca el valor 1 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 35
Hilo productor 1 introduce el valor 2 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 2, Suma = 35
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 37
Hilo productor 2 introduce el valor 6 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 6, Suma = 37
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 43
Hilo productor 1 introduce el valor 6 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 6, Suma = 43
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 49
Hilo productor 2 introduce el valor 6 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 6, Suma = 49
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 55
Hilo productor 1 introduce el valor 6 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 6, Suma = 55
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 61
Hilo productor 2 introduce el valor 3 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 3, Suma = 61
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 64
Hilo productor 1 introduce el valor 2 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 2, Suma = 64
Hilo consumidor saca el valor 2 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 66
Hilo productor 2 introduce el valor 3 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 3, Suma = 66
Hilo consumidor saca el valor 3 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 69
Hilo productor 1 introduce el valor 4 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 4, Suma = 69
Hilo consumidor saca el valor 4 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 73
Hilo productor 2 introduce el valor 8 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 8, Suma = 73
Hilo consumidor saca el valor 8 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 81
Hilo productor 1 introduce el valor 6 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 6, Suma = 81
Hilo consumidor saca el valor 6 de la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2, Suma = 87
Hilo productor 2 introduce el valor 0 en la posici髇 10, Array = 3 - 2 - 0 - 6 - 3 - 1 - 7 - 4 - 2 - 0, Suma = 87
